skipped,skip_reason,pnl,pop_computed,date
True,pop_below_threshold,0.0,0.15533564872059197,2022-11-07
True,pop_below_threshold,0.0,0.15434219744284927,2022-11-08
True,pop_below_threshold,0.0,0.14626403812326239,2022-11-09
True,pop_below_threshold,0.0,0.13781588346292978,2022-11-10
True,pop_below_threshold,0.0,0.22286242257153344,2022-11-11
True,pop_below_threshold,0.0,0.16200864434030832,2022-11-14
True,pop_below_threshold,0.0,0.1501860442326588,2022-11-15
True,pop_below_threshold,0.0,0.1463211360902955,2022-11-16
True,pop_below_threshold,0.0,0.15190955939188666,2022-11-17
True,pop_below_threshold,0.0,0.15162892440143544,2022-11-18
True,pop_below_threshold,0.0,0.1591212044602905,2022-11-21
True,pop_below_threshold,0.0,0.16450365915867587,2022-11-22
True,pop_below_threshold,0.0,0.17171582405516894,2022-11-23
True,pop_below_threshold,0.0,0.18170748295316252,2022-11-28
True,pop_below_threshold,0.0,0.1658673645026441,2022-11-29
True,pop_below_threshold,0.0,0.2437737378616704,2022-11-30
True,pop_below_threshold,0.0,0.1771735624225117,2022-12-01
True,pop_below_threshold,0.0,0.18652823474695424,2022-12-02
True,pop_below_threshold,0.0,0.19592845341861997,2022-12-05
True,pop_below_threshold,0.0,0.18073881150131432,2022-12-06
True,pop_below_threshold,0.0,0.16778312804704465,2022-12-07
True,pop_below_threshold,0.0,0.1620017524184536,2022-12-08
True,pop_below_threshold,0.0,0.16602801293606462,2022-12-09
True,pop_below_threshold,0.0,0.16203408409873066,2022-12-12
True,pop_below_threshold,0.0,0.1391390064818125,2022-12-13
True,pop_below_threshold,0.0,0.15951695855275538,2022-12-14
True,pop_below_threshold,0.0,0.17963126716351435,2022-12-15
True,pop_below_threshold,0.0,0.23971368475330274,2022-12-19
True,pop_below_threshold,0.0,0.17008253214855718,2022-12-20
True,pop_below_threshold,0.0,0.17669052387878992,2022-12-21
True,pop_below_threshold,0.0,0.1952262028164709,2022-12-22
True,pop_below_threshold,0.0,0.17430240501271965,2022-12-23
True,pop_below_threshold,0.0,0.18459019300641422,2022-12-27
True,pop_below_threshold,0.0,0.17828614885484645,2022-12-28
True,pop_below_threshold,0.0,0.17269528163414138,2022-12-29
True,pop_below_threshold,0.0,0.1801154628553157,2022-12-30
True,pop_below_threshold,0.0,0.17792179057546154,2023-01-03
True,pop_below_threshold,0.0,0.16617661585666893,2023-01-04
True,pop_below_threshold,0.0,0.17531843139034498,2023-01-05
True,pop_below_threshold,0.0,0.1692422368017591,2023-01-06
True,pop_below_threshold,0.0,0.17738846456336466,2023-01-09
True,pop_below_threshold,0.0,0.1714684160233627,2023-01-10
True,pop_below_threshold,0.0,0.18223123849646178,2023-01-11
True,pop_below_threshold,0.0,0.17617949358680163,2023-01-12
True,pop_below_threshold,0.0,0.20075736868397132,2023-01-13
