date,ratio,regime,target_in_position,in_position,suspended,flip,svxy_return,strategy_return,strategy_nav,spy_return,spy_nav,monthly_dd
2021-07-20,0.8504309867848696,contango,True,True,False,False,0.0406745868054772,0.0406745868054772,0.970738799405284,0.01433021367567866,1.0363532850800656,-0.05580555385593877
2021-07-21,0.8189300027498263,contango,True,True,False,False,0.03241183485626675,0.03241183485626675,1.0022022250601788,0.008096394856192957,1.0447440104865866,-0.02520247939531317
2021-07-22,0.8092406239769596,contango,True,True,False,False,-0.008864327671425754,-0.008864327671425754,0.9933183761442134,0.0020940874126542663,1.0469317957683926,-0.033843404031246416
2021-07-23,0.7944573240647054,contango,True,True,False,False,0.00037265620357795903,0.00037265620357795903,0.9936885423992114,0.010287907645541994,1.0577025333944392,-0.03348335978213102
2021-07-26,0.8086476590980136,contango,True,True,False,False,0.008940204032665822,0.008940204032665822,1.0025723207131827,0.002455008597304964,1.0602992022073139,-0.024842503817616546
2021-07-27,0.841739156971807,contango,True,True,False,False,-0.016429747456751076,-0.016429747456751076,0.9861003106767363,-0.004557630613997055,1.0554667501033372,-0.04086409521045076
2021-07-28,0.81923933572382,contango,True,True,False,False,0.012950496569349879,0.012950496569349879,0.9988707993671903,-0.0004099482861290582,1.0550340633180662,-0.02844280896593343
2021-07-29,0.8089580183658154,contango,True,True,False,False,0.009079078241368777,0.009079078241368777,1.0079396255076636,0.004147400558830006,1.0594097121818562,-0.019621965212570647
2021-07-30,0.8223624670943668,contango,True,True,False,False,-0.012486234238106353,-0.012486234238106353,0.9953542552457056,-0.004856429062713885,1.054264764066295,-0.03186319499682089
2021-08-02,0.8442516151230162,contango,True,True,False,False,-0.01878018490997091,-0.01878018490997091,0.9766613182812649,-0.0020979771988320906,1.0520529406297519,-0.01878018490997091
2021-08-03,0.8133453862630311,contango,True,True,False,False,0.024256182834816675,0.024256182834816675,1.0003513937851884,0.008135440583798115,1.0606118548192554,0.005020462325997954
2021-08-04,0.8105547700276983,contango,True,True,False,False,0.0007400724531354541,0.0007400724531354541,1.0010917262951846,-0.004919065496414743,1.0553946356391255,0.0057642502850030475
2021-08-05,0.8029739925219881,contango,True,True,False,False,0.012201882890557458,0.012201882890557458,1.0133069303021445,0.006332894818451562,1.0620783388585862,0.018036467882489804
2021-08-06,0.7738379956444458,contango,True,True,False,False,0.012785402062821083,0.012785402062821083,1.0262624668191005,0.0016525869443861918,1.0638335156552992,0.031052473438981876
2021-08-09,0.7860836367425463,contango,True,True,False,False,0.005410265697616712,0.005410265697616712,1.0318148194400834,-0.0008135955092236635,1.0629679854844003,0.036630741268471656
2021-08-10,0.7916078095363479,contango,True,True,False,False,0.004663647023017026,0.004663647023017026,1.03662683955107,0.0012438538401760013,1.0642901622951293,0.04146522113895634
2021-08-11,0.776657075567285,contango,True,True,False,False,0.01553299004916342,0.01553299004916342,1.0527287539345125,0.002484911461050787,1.0669348291173,0.0576422900554574
2021-08-12,0.769876550745081,contango,True,True,False,False,0.010548496182385403,0.010548496182385403,1.063833459176478,0.002996797642661031,1.0701322168980716,0.06879882571443674
2021-08-13,0.7625863590682611,contango,True,True,False,False,-0.0006959101573748017,-0.0006959101573748017,1.0630931266664818,0.0018200712999669744,1.0720799338332179,0.06805503775543187
2021-08-16,0.7810078156939312,contango,True,True,False,False,-0.001218657668833445,-0.001218657668833445,1.0617975800749855,0.0023545269977436334,1.0746041749811674,0.06675344429293473
